# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-10-05 14:02:57 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05427930 DORN (SPRING) CREEK AT CT HIGHWAY M NR WAUNAKEE,WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05427930
#            TS   parameter     statistic     Description
#        154946       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        154947       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        154948       00010     00003     Temperature, water, degrees Celsius (Mean)
#        154952       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	154946_00010_00001	154946_00010_00001_cd	154947_00010_00002	154947_00010_00002_cd	154948_00010_00003	154948_00010_00003_cd	154952_00060_00003	154952_00060_00003_cd
USGS	05427930	2016-04-04	8.8	P	4.6	P	6.5	P	9.16	A
USGS	05427930	2016-04-05	8.6	P	1.8	P	5.2	P	7.95	A
USGS	05427930	2016-04-06	8.1	P	4.6	P	6.3	P	13.4	A
USGS	05427930	2016-04-07	6.9	P	4.3	P	5.6	P	13.1	A
USGS	05427930	2016-04-08	7.8	P	3.4	P	5.4	P	10.0	A
USGS	05427930	2016-04-09	11.0	P	0.5	P	5.4	P	8.39	A
USGS	05427930	2016-04-10	8.2	P	3.4	P	5.8	P	8.01	A
USGS	05427930	2016-04-11	13.1	P	4.4	P	8.3	P	8.35	A
USGS	05427930	2016-04-12	14.2	P	3.0	P	8.5	P	7.20	A
USGS	05427930	2016-04-13	9.9	P	6.2	P	7.7	P	7.15	A
USGS	05427930	2016-04-14	16.6	P	4.9	P	10.5	P	7.07	A
USGS	05427930	2016-04-15	18.4	P	7.2	P	12.7	P	6.89	A
USGS	05427930	2016-04-16	19.8	P	9.0	P	14.4	P	6.90	A
USGS	05427930	2016-04-17	21.3	P	10.8	P	16.0	P	6.87	A
USGS	05427930	2016-04-18	21.0	P	11.9	P	16.6	P	6.56	A
USGS	05427930	2016-04-19	17.1	P	11.2	P	13.2	P	6.96	A
USGS	05427930	2016-04-20	18.6	P	9.2	P	13.8	P	7.78	A
USGS	05427930	2016-04-21	19.9	P	13.5	P	16.5	P	7.17	A
USGS	05427930	2016-04-22	16.6	P	12.4	P	14.4	P	6.26	A
USGS	05427930	2016-04-23	18.3	P	8.9	P	13.7	P	6.22	A
USGS	05427930	2016-04-24	17.2	P	10.4	P	13.9	P	6.25	A
USGS	05427930	2016-04-25	20.3	P	11.9	P	16.0	P	6.26	A
USGS	05427930	2016-04-26	15.9	P	10.3	P	12.2	P	5.83	A
USGS	05427930	2016-04-27	11.6	P	7.6	P	9.7	P	6.10	A
USGS	05427930	2016-04-28	9.0	P	7.3	P	7.9	P	8.27	A
USGS	05427930	2016-04-29	12.7	P	6.8	P	9.4	P	8.81	A
USGS	05427930	2016-04-30	9.8	P	7.9	P	8.6	P	8.58	A
USGS	05427930	2016-05-01	11.6	P	7.3	P	9.3	P	11.4	A
USGS	05427930	2016-05-02	18.5	P	8.4	P	13.1	P	8.55	A
USGS	05427930	2016-05-03	17.4	P	8.9	P	13.4	P	7.40	A
USGS	05427930	2016-05-04	16.1	P	9.8	P	12.9	P	7.35	A
USGS	05427930	2016-05-05	19.5	P	8.1	P	13.8	P	6.77	A
USGS	05427930	2016-05-06	21.3	P	11.3	P	16.4	P	6.36	A
USGS	05427930	2016-05-07	19.8	P	14.5	P	17.3	P	6.08	A
USGS	05427930	2016-05-08	20.6	P	10.9	P	16.0	P	5.79	A
USGS	05427930	2016-05-09	17.1	P	12.6	P	14.6	P	5.76	A
USGS	05427930	2016-05-10	13.8	P	11.5	P	12.2	P	9.28	A
USGS	05427930	2016-05-11	16.0	P	11.0	P	13.3	P	11.0	A
USGS	05427930	2016-05-12	20.6	P	14.0	P	16.8	P	10.9	A
USGS	05427930	2016-05-13	15.1	P	11.0	P	13.3	P	10.1	A
USGS	05427930	2016-05-14	11.2	P	8.2	P	9.7	P	9.43	A
USGS	05427930	2016-05-15	15.6	P	5.9	P	10.7	P	8.21	A
USGS	05427930	2016-05-16	17.2	P	9.0	P	13.4	P	7.51	A
USGS	05427930	2016-05-17	18.9	P	11.4	P	15.2	P	7.12	A
USGS	05427930	2016-05-18	19.2	P	10.0	P	14.9	P	6.58	A
USGS	05427930	2016-05-19	20.3	P	11.6	P	16.4	P	6.36	A
USGS	05427930	2016-05-20	18.3	P	12.7	P	15.9	P	6.14	A
USGS	05427930	2016-05-21	19.7	P	12.6	P	16.4	P	6.29	A
USGS	05427930	2016-05-22	22.3	P	14.0	P	18.5	P	6.09	A
USGS	05427930	2016-05-23	22.3	P	16.4	P	19.8	P	5.98	A
USGS	05427930	2016-05-24	21.2	P	16.6	P	19.1	P	5.75	A
USGS	05427930	2016-05-25	22.5	P	17.8	P	20.5	P	5.90	A
USGS	05427930	2016-05-26	23.8	P	18.8	P	21.5	P	5.99	A
USGS	05427930	2016-05-27	22.3	P	19.2	P	20.8	P	5.56	A
USGS	05427930	2016-05-28	23.5	P	19.4	P	21.3	P	6.80	A
USGS	05427930	2016-05-29	23.0	P	19.1	P	21.2	P	7.49	A
USGS	05427930	2016-05-30	23.5	P	18.9	P	21.4	P	7.24	A
USGS	05427930	2016-05-31	22.4	P	19.8	P	20.8	P	6.77	A
USGS	05427930	2016-06-01	22.6	P	18.7	P	20.6	P	7.13	A
USGS	05427930	2016-06-02	21.3	P	18.4	P	20.0	P	7.17	A
USGS	05427930	2016-06-03	22.5	P	18.1	P	20.2	P	7.24	A
USGS	05427930	2016-06-04	23.6	P	20.3	P	21.5	P	7.15	A
USGS	05427930	2016-06-05	23.1	P	19.7	P	21.1	P	6.80	A
USGS	05427930	2016-06-06	21.0	P	18.2	P	19.6	P	6.66	A
USGS	05427930	2016-06-07	18.2	P	15.4	P	17.1	P	5.84	A
USGS	05427930	2016-06-08	19.4	P	14.6	P	16.9	P	6.89	A
USGS	05427930	2016-06-09	19.6	P	17.2	P	18.2	P	7.34	A
USGS	05427930	2016-06-10	24.0	P	18.0	P	21.0	P	7.54	A
USGS	05427930	2016-06-11	25.3	P	21.8	P	23.3	P	8.18	A
USGS	05427930	2016-06-12	23.1	P	19.0	P	21.4	P	7.85	A
USGS	05427930	2016-06-13	21.9	P	17.9	P	19.8	P	7.36	A
USGS	05427930	2016-06-14	23.8	P	20.3	P	21.8	P	6.99	A
USGS	05427930	2016-06-15	24.6	P	20.8	P	22.7	P	14.5	A
USGS	05427930	2016-06-16	23.5	P	20.2	P	21.8	P	16.8	A
USGS	05427930	2016-06-17	23.3	P	18.9	P	21.1	P	11.9	A
USGS	05427930	2016-06-18	23.9	P	20.3	P	22.1	P	8.96	A
USGS	05427930	2016-06-19	24.4	P	20.7	P	22.6	P	7.46	A
USGS	05427930	2016-06-20	25.4	P	22.0	P	23.6	P	7.10	A
USGS	05427930	2016-06-21	23.4	P	20.5	P	22.0	P	4.82	A
USGS	05427930	2016-06-22	21.9	P	20.0	P	20.9	P	4.77	A
USGS	05427930	2016-06-23	21.5	P	20.1	P	20.9	P	4.46	A
USGS	05427930	2016-06-24	22.4	P	18.5	P	20.5	P	4.46	A
USGS	05427930	2016-06-25	24.6	P	20.4	P	22.5	P	4.88	A
USGS	05427930	2016-06-26	25.0	P	22.1	P	23.6	P	14.0	A
USGS	05427930	2016-06-27	24.5	P	21.8	P	23.2	P	15.9	A
USGS	05427930	2016-06-28	22.8	P	20.2	P	21.4	P	8.26	A
USGS	05427930	2016-06-29	21.7	P	18.3	P	20.1	P	5.55	A
USGS	05427930	2016-06-30	21.1	P	18.5	P	20.0	P	4.51	A
USGS	05427930	2016-07-01	21.2	P	18.6	P	19.9	P	4.86	A
USGS	05427930	2016-07-02	20.6	P	18.2	P	19.5	P	4.43	A
USGS	05427930	2016-07-03	20.9	P	17.5	P	19.3	P	3.94	A
USGS	05427930	2016-07-04	20.0	P	18.2	P	19.0	P	3.62	A
USGS	05427930	2016-07-05	22.7	P	19.0	P	20.8	P	3.39	A
USGS	05427930	2016-07-06	23.4	P	21.1	P	22.2	P	5.60	A
USGS	05427930	2016-07-07	23.0	P	20.8	P	22.0	P	7.05	A
USGS	05427930	2016-07-08	24.0	P	21.3	P	22.6	P	5.53	A
USGS	05427930	2016-07-09	23.4	P	20.2	P	21.9	P	4.55	A
USGS	05427930	2016-07-10	22.0	P	20.4	P	21.2	P	3.70	A
USGS	05427930	2016-07-11	24.6	P	20.7	P	22.7	P	3.29	A
USGS	05427930	2016-07-12	25.1	P	22.8	P	23.9	P	2.88	A
USGS	05427930	2016-07-13	24.4	P	21.9	P	23.4	P	2.53	A
USGS	05427930	2016-07-14	24.2	P	21.6	P	22.9	P	2.82	A
USGS	05427930	2016-07-15	22.1	P	19.0	P	20.5	P	2.59	A
USGS	05427930	2016-07-16	21.3	P	17.3	P	19.4	P	2.64	A
USGS	05427930	2016-07-17	22.4	P	19.0	P	21.0	P	3.06	A
USGS	05427930	2016-07-18	24.0	P	20.6	P	22.3	P	3.48	A
USGS	05427930	2016-07-19	23.8	P	20.6	P	22.4	P	3.07	A
USGS	05427930	2016-07-20	23.6	P	21.6	P	22.6	P	3.15	A
USGS	05427930	2016-07-21	25.5	P	21.5	P	22.9	P	6.78	A
USGS	05427930	2016-07-22	23.3	P	21.3	P	22.3	P	44.9	A
USGS	05427930	2016-07-23	23.2	P	22.0	P	22.7	P	27.5	A
USGS	05427930	2016-07-24	24.6	P	21.7	P	23.1	P	15.5	A
USGS	05427930	2016-07-25	25.5	P	22.6	P	23.9	P	11.5	A
USGS	05427930	2016-07-26	25.7	P	21.5	P	23.5	P	6.69	A
USGS	05427930	2016-07-27	25.0	P	21.3	P	23.2	P	4.70	A
USGS	05427930	2016-07-28	23.3	P	21.4	P	22.3	P	4.55	A
USGS	05427930	2016-07-29	21.4	P	19.9	P	20.4	P	4.38	A
USGS	05427930	2016-07-30	23.6	P	19.0	P	21.0	P	4.56	A
USGS	05427930	2016-07-31	23.9	P	18.5	P	21.1	P	4.09	A
USGS	05427930	2016-08-01	24.9	P	19.8	P	22.2	P	3.68	A
USGS	05427930	2016-08-02	24.4	P	20.8	P	22.5	P	3.19	A
USGS	05427930	2016-08-03	25.2	P	21.1	P	23.1	P	3.42	A
USGS	05427930	2016-08-04	25.7	P	21.5	P	23.4	P	3.33	A
USGS	05427930	2016-08-05	24.5	P	21.8	P	23.0	P	8.82	A
USGS	05427930	2016-08-06	23.4	P	20.3	P	21.8	P	6.94	A
USGS	05427930	2016-08-07	22.2	P	19.4	P	20.8	P	4.18	A
USGS	05427930	2016-08-08	23.7	P	18.4	P	20.9	P	3.73	A
USGS	05427930	2016-08-09	24.2	P	20.0	P	22.0	P	3.88	A
USGS	05427930	2016-08-10	25.1	P	20.2	P	22.5	P	3.58	A
USGS	05427930	2016-08-11	23.9	P	21.2	P	22.5	P	2.95	A
USGS	05427930	2016-08-12	23.8	P	21.8	P	22.8	P	3.24	A
USGS	05427930	2016-08-13	24.6	P	21.6	P	22.8	P	3.35	A
USGS	05427930	2016-08-14	24.5	P	20.0	P	22.2	P	3.35	A
USGS	05427930	2016-08-15	23.3	P	19.9	P	21.6	P	2.96	A
USGS	05427930	2016-08-16	24.5	P	19.8	P	22.1	P	2.87	A
USGS	05427930	2016-08-17	24.7	P	20.3	P	22.4	P	2.87	A
USGS	05427930	2016-08-18	25.1	P	20.5	P	22.7	P	2.40	A
USGS	05427930	2016-08-19	22.6	P	20.4	P	21.6	P	5.74	A
USGS	05427930	2016-08-20	21.9	P	19.8	P	21.2	P	9.76	A
USGS	05427930	2016-08-21	21.2	P	18.4	P	19.6	P	8.87	A
USGS	05427930	2016-08-22	21.3	P	16.6	P	18.9	P	6.22	A
USGS	05427930	2016-08-23	22.6	P	17.8	P	20.0	P	6.00	A
USGS	05427930	2016-08-24	23.3	P	19.5	P	21.3	P	7.97	A
USGS	05427930	2016-08-25	23.2	P	20.2	P	21.6	P	8.01	A
USGS	05427930	2016-08-26	21.1	P	18.6	P	19.9	P	7.39	A
USGS	05427930	2016-08-27	19.6	P	18.2	P	18.9	P	11.5	A
USGS	05427930	2016-08-28	21.0	P	18.3	P	19.5	P	11.5	A
USGS	05427930	2016-08-29	21.5	P	19.3	P	20.4	P	9.55	A
USGS	05427930	2016-08-30	22.8	P	20.0	P	21.2	P	7.47	A
USGS	05427930	2016-08-31	22.8	P	19.5	P	20.9	P	7.02	A
USGS	05427930	2016-09-01	21.2	P	18.3	P	19.6	P	6.16	A
USGS	05427930	2016-09-02	20.7	P	16.1	P	18.3	P	5.58	A
USGS	05427930	2016-09-03	20.3	P	16.0	P	18.1	P	5.33	A
USGS	05427930	2016-09-04	20.7	P	16.9	P	18.7	P	4.61	A
USGS	05427930	2016-09-05	22.6	P	17.6	P	20.0	P	4.47	A
USGS	05427930	2016-09-06	24.2	P	19.8	P	21.9	P	5.50	A
USGS	05427930	2016-09-07	21.8	P	20.7	P	21.1	P	20.8	A
USGS	05427930	2016-09-08	22.6	P	20.4	P	21.2	P	48.7	A
USGS	05427930	2016-09-09	20.6	P	19.3	P	20.0	P	26.8	A
USGS	05427930	2016-09-10	20.6	P	18.0	P	19.5	P	12.7	A
USGS	05427930	2016-09-11	19.6	P	16.2	P	17.9	P	8.24	A
USGS	05427930	2016-09-12	20.2	P	16.1	P	18.0	P	6.87	A
USGS	05427930	2016-09-13	18.6	P	17.6	P	18.1	P	7.15	A
USGS	05427930	2016-09-14	19.5	P	16.8	P	17.9	P	7.23	A
USGS	05427930	2016-09-15	20.0	P	16.0	P	17.8	P	6.18	A
USGS	05427930	2016-09-16	20.1	P	17.4	P	18.6	P	6.05	A
USGS	05427930	2016-09-17	20.4	P	17.4	P	18.7	P	5.69	A
USGS	05427930	2016-09-18	20.0	P	15.9	P	17.9	P	5.40	A
USGS	05427930	2016-09-19							6.03	A
USGS	05427930	2016-09-20	20.3	P	17.3	P	18.6	P	10.9	A
USGS	05427930	2016-09-21	18.3	P	17.4	P	17.9	P	22.5	A
USGS	05427930	2016-09-22	18.8	P	17.6	P	18.2	P	60.1	A
USGS	05427930	2016-09-23	18.6	P	18.0	P	18.3	P	43.2	A
USGS	05427930	2016-09-24	19.1	P	17.6	P	18.2	P	17.0	A
USGS	05427930	2016-09-25	19.9	P	17.5	P	18.6	P	10.9	A
USGS	05427930	2016-09-26	18.3	P	14.9	P	16.9	P	9.06	A
USGS	05427930	2016-09-27	15.3	P	13.3	P	14.3	P	7.78	A
USGS	05427930	2016-09-28	16.0	P	12.1	P	13.9	P	6.61	A
USGS	05427930	2016-09-29	17.9	P	11.1	P	14.4	P	5.94	A
USGS	05427930	2016-09-30	40.2	P	13.4	P	15.1	P	5.63	P
USGS	05427930	2016-10-01	17.4	P	13.3	P	15.2	P	6.23	P
USGS	05427930	2016-10-02	18.6	P	13.8	P	15.1	P	6.67	P
USGS	05427930	2016-10-03	16.2	P	11.8	P	14.3	P	6.90	P
USGS	05427930	2016-10-04	16.2	P	13.8	P	14.9	P	7.34	P
USGS	05427930	2016-10-05	19.3	P	14.4	P	15.6	P	7.62	P
USGS	05427930	2016-10-06	17.4	P	13.0	P	15.3	P	7.95	P
USGS	05427930	2016-10-07	18.0	P	12.6	P	15.5	P	9.67	P
USGS	05427930	2016-10-08	13.0	P	9.8	P	11.8	P	9.72	P
USGS	05427930	2016-10-09	14.9	P	9.8	P	11.3	P	9.34	P
USGS	05427930	2016-10-10	14.1	P	9.3	P	12.3	P	8.58	P
USGS	05427930	2016-10-11	16.7	P	9.9	P	14.2	P	8.43	P
USGS	05427930	2016-10-12	14.2	P	11.2	P	13.2	P	9.93	P
USGS	05427930	2016-10-13	11.9	P	9.1	P	10.3	P	10.6	P
USGS	05427930	2016-10-14	14.2	P	6.4	P	9.4	P	10.5	P
USGS	05427930	2016-10-15	16.8	P	9.5	P	11.8	P	9.68	P
USGS	05427930	2016-10-16	17.8	P	11.7	P	15.2	P	16.8	P
USGS	05427930	2016-10-17	18.7	P	14.1	P	17.3	P	13.9	P
USGS	05427930	2016-10-18	19.0	P	13.6	P	17.1	P	10.0	P
USGS	05427930	2016-10-19	15.3	P	12.4	P	13.7	P	7.72	P
USGS	05427930	2016-10-20	13.3	P	10.2	P	11.7	P	6.28	P
USGS	05427930	2016-10-21	10.6	P	8.6	P	9.4	P	5.42	P
USGS	05427930	2016-10-22	11.9	P	8.3	P	10.5	P	4.76	P
USGS	05427930	2016-10-23	11.9	P	8.1	P	9.9	P	4.15	P
USGS	05427930	2016-10-24	10.9	P	8.1	P	9.6	P	4.00	P
USGS	05427930	2016-10-25	20.9	P	6.8	P	10.4	P	3.53	P
USGS	05427930	2016-10-26	22.5	P	11.4	P	16.6	P	34.5	P
USGS	05427930	2016-10-27							58.1	P
USGS	05427930	2016-10-28							19.3	P
USGS	05427930	2016-10-29							10.8	P
USGS	05427930	2016-10-30							7.62	P
USGS	05427930	2016-10-31							6.05	P
USGS	05427930	2016-11-01							5.57	P
USGS	05427930	2016-11-02							5.43	P
USGS	05427930	2016-11-03							5.16	P
USGS	05427930	2016-11-04							4.76	P
USGS	05427930	2016-11-05	50.0	P	21.1	P	32.0	P	4.33	P
USGS	05427930	2016-11-06	43.5	P	18.0	P	25.9	P	3.70	P
USGS	05427930	2016-11-07	26.0	P	11.0	P	18.1	P	3.52	P
USGS	05427930	2016-11-08	35.7	P	12.9	P	21.6	P	3.48	P
USGS	05427930	2016-11-09	16.0	P	7.7	P	10.8	P	3.35	P
USGS	05427930	2016-11-10	11.0	P	7.3	P	8.7	P	3.42	P
USGS	05427930	2016-11-11	11.7	P	6.1	P	8.9	P	3.63	P
USGS	05427930	2016-11-12	8.0	P	5.3	P	6.3	P	3.68	P
USGS	05427930	2016-11-13	7.3	P	4.2	P	5.6	P	3.86	P
USGS	05427930	2016-11-14	8.6	P	3.4	P	7.0	P	4.04	P
USGS	05427930	2016-11-15	9.7	P	6.8	P	7.9	P	4.13	P
USGS	05427930	2016-11-16	8.4	P	6.0	P	7.4	P	4.04	P
USGS	05427930	2016-11-17	10.6	P	7.7	P	9.1	P	4.26	P
USGS	05427930	2016-11-18	11.8	P	7.6	P	10.1	P	5.06	P
USGS	05427930	2016-11-19	7.8	P	2.1	P	4.7	P	7.30	P
USGS	05427930	2016-11-20	2.7	P	1.0	P	1.8	P	6.71	P
USGS	05427930	2016-11-21	2.4	P	0.1	P	1.1	P	7.49	P
USGS	05427930	2016-11-22	2.9	P	0.6	P	1.8	P	8.07	P
USGS	05427930	2016-11-23	4.3	P	2.6	P	3.4	P	9.09	P
USGS	05427930	2016-11-24	4.3	P	3.6	P	3.9	P	9.70	P
USGS	05427930	2016-11-25	4.7	P	3.4	P	3.9	P	10.3	P
USGS	05427930	2016-11-26	5.8	P	4.0	P	4.9	P	9.52	P
USGS	05427930	2016-11-27	6.2	P	3.4	P	4.8	P	10.0	P
USGS	05427930	2016-11-28	9.8	P	6.0	P	7.8	P	12.2	P
USGS	05427930	2016-11-29	9.7	P	5.0	P	7.2	P	19.8	P
USGS	05427930	2016-11-30	5.7	P	4.2	P	4.8	P	12.6	P
USGS	05427930	2016-12-01	6.2	P	5.0	P	5.5	P	9.00	P
USGS	05427930	2016-12-02	5.3	P	2.9	P	4.2	P	10.8	P
USGS	05427930	2016-12-03	3.1	P	2.3	P	2.8	P	11.2	P
USGS	05427930	2016-12-04	2.7	P	1.6	P	2.1	P	11.1	P
USGS	05427930	2016-12-05	3.8	P	1.9	P	2.9	P	11.2	P
USGS	05427930	2016-12-06	3.5	P	0.7	P	2.6	P	12.4	P
USGS	05427930	2016-12-07	0.9	P	-0.1	P	0.3	P	12.6	P
USGS	05427930	2016-12-08	0.6	P	-0.1	P	0.2	P	10.7	P
USGS	05427930	2016-12-09	0.8	P	-0.1	P	0.2	P	11.0	P
USGS	05427930	2016-12-10	0.7	P	-0.1	P	0.2	P	9.99	P
USGS	05427930	2016-12-11	0.7	P	-0.0	P	0.3	P	9.26	P
USGS	05427930	2016-12-12	0.7	P	-0.1	P	0.2	P	10.5	P
USGS	05427930	2016-12-13	0.5	P	-0.1	P	0.1	P	10.6	P
USGS	05427930	2016-12-14	0.5	P	-0.1	P	0.2	P	8.94	P
USGS	05427930	2016-12-15	0.5	P	-0.0	P	0.2	P	6.24	P
USGS	05427930	2016-12-16	0.4	P	-0.0	P	0.2	P	6.29	P
USGS	05427930	2016-12-17	0.4	P	-0.1	P	0.2	P	6.41	P
USGS	05427930	2016-12-18	0.3	P	-0.1	P	0.1	P	7.36	P
USGS	05427930	2016-12-19	0.4	P	-0.0	P	0.1	P	7.83	P
USGS	05427930	2016-12-20	0.5	P	-0.2	P	0.2	P	8.17	P
USGS	05427930	2016-12-21	0.6	P	-0.2	P	0.2	P	9.03	P
USGS	05427930	2016-12-22	0.7	P	-0.2	P	0.2	P	10.8	P
USGS	05427930	2016-12-23	0.7	P	-0.2	P	0.3	P	11.9	P
USGS	05427930	2016-12-24	0.9	P	0.0	P	0.4	P	13.7	P
USGS	05427930	2016-12-25	2.9	P	0.2	P	1.1	P	13.2	P
USGS	05427930	2016-12-26	9.3	P	-0.4	P	2.3	P	16.8	P
USGS	05427930	2016-12-27	0.7	P	-0.4	P	0.1	P	20.2	P
USGS	05427930	2016-12-28	1.0	P	-0.2	P	0.4	P	11.7	P
USGS	05427930	2016-12-29	0.8	P	-0.2	P	0.3	P	9.85	P
USGS	05427930	2016-12-30	0.8	P	-0.3	P	0.2	P	9.95	P
USGS	05427930	2016-12-31	0.8	P	-0.3	P	0.2	P	10.2	P
USGS	05427930	2017-01-01	0.9	P	-0.3	P	0.3	P	9.97	P
USGS	05427930	2017-01-02	0.9	P	-0.2	P	0.3	P	9.79	P
USGS	05427930	2017-01-03	3.0	P	-0.3	P	1.0	P	9.56	P
USGS	05427930	2017-01-04	0.5	P	-0.4	P	0.0	P	8.05	P
USGS	05427930	2017-01-05	0.6	P	-0.2	P	0.1	P	6.83	P
USGS	05427930	2017-01-06	0.6	P	-0.2	P	0.1	P	5.29	P
USGS	05427930	2017-01-07	0.6	P	-0.2	P	0.2	P	5.53	P
USGS	05427930	2017-01-08	0.5	P	-0.2	P	0.2	P	6.06	P
USGS	05427930	2017-01-09	0.6	P	-0.1	P	0.2	P	6.69	P
USGS	05427930	2017-01-10	5.6	P	-0.1	P	1.7	P	8.43	P
USGS	05427930	2017-01-11	0.9	P	-0.2	P	0.3	P	13.4	P
USGS	05427930	2017-01-12	0.4	P	-0.3	P	0.0	P	12.4	P
USGS	05427930	2017-01-13	0.5	P	-0.3	P	0.1	P	7.66	P
USGS	05427930	2017-01-14	0.6	P	-0.2	P	0.1	P	7.22	P
USGS	05427930	2017-01-15	0.6	P	-0.2	P	0.1	P	6.72	P
USGS	05427930	2017-01-16	0.7	P	-0.1	P	0.3	P	6.55	P
USGS	05427930	2017-01-17	1.9	P	-0.2	P	0.6	P	28.4	P
USGS	05427930	2017-01-18	7.2	P	1.0	P	4.0	P	35.9	P
USGS	05427930	2017-01-19	11.3	P	4.8	P	8.3	P	35.1	P
USGS	05427930	2017-01-20	7.6	P	4.1	P	5.4	P	50.0	P
USGS	05427930	2017-01-21	8.6	P	3.6	P	5.4	P	44.0	P
USGS	05427930	2017-01-22	22.8	P	3.6	P	7.1	P	39.4	P
USGS	05427930	2017-01-23	49.9	P	15.4	P	31.4	P	30.4	P
USGS	05427930	2017-01-24	47.4	P	21.7	P	31.9	P	21.3	P
USGS	05427930	2017-01-25							15.0	P
USGS	05427930	2017-01-26							12.8	P
USGS	05427930	2017-01-27	23.0	P	2.4	P	8.6	P	10.9	P
USGS	05427930	2017-01-28	5.6	P	1.2	P	3.2	P	9.10	P
USGS	05427930	2017-01-29	2.5	P	-0.1	P	1.1	P	8.26	P
USGS	05427930	2017-01-30	2.1	P	-0.1	P	0.6	P	7.54	P
USGS	05427930	2017-01-31	5.6	P	1.7	P	3.7	P	8.16	P
USGS	05427930	2017-02-01	4.5	P	-0.4	P	2.3	P	7.73	P
USGS	05427930	2017-02-02	0.6	P	-0.4	P	0.1	P	7.06	P
USGS	05427930	2017-02-03	0.9	P	-0.2	P	0.2	P	7.42	P
USGS	05427930	2017-02-04	0.9	P	-0.2	P	0.2	P	7.45	P
USGS	05427930	2017-02-05	1.1	P	-0.2	P	0.3	P	7.84	P
USGS	05427930	2017-02-06	1.5	P	-0.2	P	0.5	P	7.52	P
USGS	05427930	2017-02-07	10.0	P	0.2	P	3.1	P	9.33	P
USGS	05427930	2017-02-08	2.0	P	-0.3	P	0.8	P	9.47	P
USGS	05427930	2017-02-09	0.6	P	-0.3	P	0.1	P	8.07	P
USGS	05427930	2017-02-10	1.9	P	-0.7	P	0.5	P	8.17	P
USGS	05427930	2017-02-11	3.6	P	0.4	P	2.1	P	8.83	P
USGS	05427930	2017-02-12	7.4	P	-0.3	P	2.6	P	22.4	P
USGS	05427930	2017-02-13	1.9	P	-0.4	P	0.7	P	37.4	P
USGS	05427930	2017-02-14	2.7	P	-0.2	P	1.1	P	35.1	P
USGS	05427930	2017-02-15	1.4	P	-0.4	P	0.4	P	31.2	P
USGS	05427930	2017-02-16	3.1	P	0.1	P	1.5	P	20.7	P
USGS	05427930	2017-02-17	6.0	P	0.3	P	3.1	P	15.9	P
USGS	05427930	2017-02-18	7.7	P	2.3	P	4.9	P	19.7	P
USGS	05427930	2017-02-19	7.1	P	1.4	P	4.4	P	20.4	P
USGS	05427930	2017-02-20	14.2	P	3.4	P	6.6	P	21.6	P
USGS	05427930	2017-02-21	21.1	P	9.2	P	13.7	P	36.1	P
USGS	05427930	2017-02-22	40.4	P	9.1	P	17.6	P	27.1	P
USGS	05427930	2017-02-23	26.6	P	10.8	P	17.4	P	19.6	P
USGS	05427930	2017-02-24	21.0	P	3.6	P	8.5	P	23.6	P
USGS	05427930	2017-02-25	5.7	P	0.1	P	1.7	P	20.7	P
USGS	05427930	2017-02-26	4.7	P	0.3	P	2.4	P	14.6	P
USGS	05427930	2017-02-27	6.2	P	0.2	P	3.2	P	14.3	P
USGS	05427930	2017-02-28	10.1	P	4.2	P	5.6	P	17.6	P
USGS	05427930	2017-03-01	14.3	P	4.0	P	9.0	P	24.5	P
USGS	05427930	2017-03-02	5.3	P	0.8	P	3.5	P	19.0	P
USGS	05427930	2017-03-03	3.3	P	-0.4	P	1.3	P	11.2	P
USGS	05427930	2017-03-04	5.5	P	0.9	P	3.1	P	11.1	P
USGS	05427930	2017-03-05							11.9	P
USGS	05427930	2017-03-06							14.0	P
USGS	05427930	2017-03-07							17.4	P
USGS	05427930	2017-03-08	6.7	P	1.7	P	4.2	P	14.3	P
USGS	05427930	2017-03-09	6.0	P	1.5	P	3.5	P	10.3	P
USGS	05427930	2017-03-10	3.8	P	-0.5	P	1.7	P	9.51	P
USGS	05427930	2017-03-11	2.8	P	-0.4	P	0.9	P	8.05	P
USGS	05427930	2017-03-12	3.5	P	-0.4	P	1.4	P	8.83	P
USGS	05427930	2017-03-13	2.2	P	-0.3	P	0.7	P	8.51	P
USGS	05427930	2017-03-14	3.6	P	-0.4	P	1.1	P	8.61	P
USGS	05427930	2017-03-15	4.3	P	-0.4	P	1.6	P	9.26	P
